"","Fecha","Último","Apertura","Máximo","Mínimo","X..var."
"1",2022-05-11,1.0527,1.0529,1.0537,1.0526,"-0,02%"
"2",2022-05-10,1.0529,1.0564,1.0586,1.0525,"-0,32%"
"3",2022-05-09,1.0563,1.0533,1.0592,1.0495,"0,14%"
"4",2022-05-06,1.0548,1.054,1.0599,1.0483,"0,08%"
"5",2022-05-05,1.054,1.0621,1.0642,1.0493,"-0,76%"
"6",2022-05-04,1.0621,1.0524,1.0631,1.0506,"0,96%"
"7",2022-05-03,1.052,1.0502,1.0579,1.0491,"0,10%"
"8",2022-05-02,1.051,1.0536,1.0567,1.0491,"-0,30%"
"9",2022-04-29,1.0541,1.0498,1.0593,1.0491,"0,45%"
"10",2022-04-28,1.0494,1.0557,1.0566,1.0471,"-0,58%"
"11",2022-04-27,1.0555,1.0638,1.0655,1.0513,"-0,76%"
"12",2022-04-26,1.0636,1.0713,1.074,1.0635,"-0,70%"
"13",2022-04-25,1.0711,1.0841,1.0842,1.0697,"-0,77%"
"14",2022-04-22,1.0794,1.0838,1.0853,1.077,"-0,39%"
"15",2022-04-21,1.0836,1.0853,1.0937,1.0824,"-0,13%"
"16",2022-04-20,1.085,1.0788,1.0868,1.0783,"0,59%"
"17",2022-04-19,1.0786,1.0783,1.0815,1.0761,"0,06%"
"18",2022-04-18,1.078,1.0805,1.0822,1.0769,"-0,24%"
"19",2022-04-15,1.0806,1.0828,1.0832,1.0796,"-0,19%"
"20",2022-04-14,1.0827,1.0887,1.0925,1.0757,"-0,53%"
"21",2022-04-13,1.0885,1.083,1.0896,1.0809,"0,54%"
"22",2022-04-12,1.0826,1.0882,1.0905,1.0821,"-0,52%"
"23",2022-04-11,1.0883,1.0935,1.0951,1.0872,"0,06%"
"24",2022-04-08,1.0876,1.0879,1.0892,1.0836,"-0,02%"
"25",2022-04-07,1.0878,1.0893,1.0939,1.0864,"-0,14%"
"26",2022-04-06,1.0893,1.0906,1.0939,1.0874,"-0,09%"
"27",2022-04-05,1.0903,1.0973,1.099,1.0899,"-0,61%"
"28",2022-04-04,1.097,1.1039,1.1056,1.096,"-0,75%"
"29",2022-04-01,1.1053,1.1065,1.1077,1.1027,"-0,11%"
"30",2022-03-31,1.1065,1.1158,1.1185,1.1061,"-0,82%"
"31",2022-03-30,1.1156,1.1087,1.1171,1.1083,"0,64%"
"32",2022-03-29,1.1085,1.098,1.1137,1.097,"0,97%"
"33",2022-03-28,1.0978,1.0989,1.1,1.0944,"-0,03%"
"34",2022-03-25,1.0981,1.0994,1.1039,1.0979,"-0,14%"
"35",2022-03-24,1.0996,1.1004,1.1014,1.0965,"-0,07%"
"36",2022-03-23,1.1004,1.1027,1.1044,1.0963,"-0,21%"
"37",2022-03-22,1.1027,1.1018,1.1047,1.096,"0,12%"
"38",2022-03-21,1.1014,1.1059,1.107,1.101,"-0,37%"
"39",2022-03-18,1.1055,1.1091,1.112,1.1003,"-0,31%"
"40",2022-03-17,1.1089,1.1036,1.1138,1.1008,"0,52%"
"41",2022-03-16,1.1032,1.0956,1.1048,1.0948,"0,74%"
"42",2022-03-15,1.0951,1.094,1.102,1.0926,"0,11%"
"43",2022-03-14,1.0939,1.0943,1.0994,1.09,"0,28%"
"44",2022-03-11,1.0909,1.0984,1.1044,1.0901,"-0,67%"
"45",2022-03-10,1.0983,1.1075,1.1121,1.0976,"-0,83%"
"46",2022-03-09,1.1075,1.0903,1.1096,1.089,"1,61%"
"47",2022-03-08,1.0899,1.0855,1.096,1.0848,"0,43%"
"48",2022-03-07,1.0852,1.0953,1.0953,1.0805,"-0,68%"
"49",2022-03-04,1.0926,1.1068,1.1069,1.0886,"-1,25%"
"50",2022-03-03,1.1064,1.1118,1.1125,1.1033,"-0,51%"
"51",2022-03-02,1.1121,1.1127,1.1147,1.1057,"-0,04%"
"52",2022-03-01,1.1126,1.1218,1.1234,1.109,"-0,83%"
"53",2022-02-28,1.1219,1.1179,1.1247,1.1122,"-0,43%"
"54",2022-02-25,1.1267,1.1192,1.1275,1.1165,"0,68%"
"55",2022-02-24,1.1191,1.1313,1.1314,1.1106,"-1,04%"
"56",2022-02-23,1.1309,1.1327,1.1359,1.13,"-0,14%"
"57",2022-02-22,1.1325,1.1312,1.1367,1.1287,"0,13%"
"58",2022-02-21,1.131,1.1315,1.1391,1.1306,"-0,10%"
"59",2022-02-18,1.1321,1.1362,1.1378,1.1314,"-0,34%"
"60",2022-02-17,1.136,1.1374,1.1386,1.1322,"-0,11%"
"61",2022-02-16,1.1373,1.136,1.1396,1.1344,"0,15%"
"62",2022-02-15,1.1356,1.1307,1.1369,1.1301,"0,45%"
"63",2022-02-14,1.1305,1.1344,1.137,1.1279,"-0,39%"
"64",2022-02-11,1.1349,1.1428,1.1431,1.1329,"-0,68%"
"65",2022-02-10,1.1427,1.1429,1.1496,1.1374,"0,04%"
"66",2022-02-09,1.1422,1.1416,1.1449,1.1402,"0,07%"
"67",2022-02-08,1.1414,1.1443,1.145,1.1395,"-0,24%"
"68",2022-02-07,1.1442,1.1468,1.1469,1.1415,"-0,06%"
"69",2022-02-04,1.1449,1.1439,1.1485,1.1411,"0,10%"
"70",2022-02-03,1.1438,1.1306,1.1452,1.1267,"1,19%"
"71",2022-02-02,1.1303,1.127,1.1331,1.1266,"0,30%"
"72",2022-02-01,1.1269,1.1234,1.1279,1.1221,"0,32%"
"73",2022-01-31,1.1233,1.1147,1.1249,1.1138,"0,81%"
"74",2022-01-28,1.1143,1.1146,1.1174,1.1121,"0,00%"
"75",2022-01-27,1.1143,1.124,1.1244,1.1132,"-0,84%"
"76",2022-01-26,1.1237,1.1301,1.1312,1.1235,"-0,55%"
"77",2022-01-25,1.1299,1.1324,1.133,1.1263,"-0,21%"
"78",2022-01-24,1.1323,1.1343,1.1346,1.129,"-0,15%"
"79",2022-01-21,1.134,1.1312,1.136,1.13,"0,27%"
"80",2022-01-20,1.131,1.1342,1.137,1.1302,"-0,27%"
"81",2022-01-19,1.1341,1.1321,1.1358,1.1318,"0,14%"
"82",2022-01-18,1.1325,1.1408,1.1422,1.1314,"-0,72%"
"83",2022-01-17,1.1407,1.1414,1.1436,1.1392,"-0,06%"
"84",2022-01-14,1.1414,1.1454,1.1484,1.1398,"-0,34%"
"85",2022-01-13,1.1453,1.1443,1.1482,1.1435,"0,10%"
"86",2022-01-12,1.1442,1.1366,1.1453,1.1354,"0,69%"
"87",2022-01-11,1.1364,1.1325,1.1375,1.1313,"0,35%"
"88",2022-01-10,1.1324,1.1353,1.1362,1.1285,"-0,31%"
"89",2022-01-07,1.1359,1.1293,1.1365,1.1289,"0,60%"
"90",2022-01-06,1.1291,1.1314,1.1332,1.1285,"-0,19%"
"91",2022-01-05,1.1313,1.1287,1.1347,1.1277,"0,25%"
"92",2022-01-04,1.1285,1.1298,1.1323,1.1272,"-0,08%"
"93",2022-01-03,1.1294,1.1365,1.1381,1.1279,"-0,65%"
"94",2021-12-31,1.1368,1.1324,1.1387,1.1302,"0,40%"
"95",2021-12-30,1.1323,1.1349,1.136,1.1298,"-0,22%"
"96",2021-12-29,1.1348,1.131,1.137,1.1273,"0,34%"
"97",2021-12-28,1.1309,1.1329,1.1335,1.1289,"-0,14%"
"98",2021-12-27,1.1325,1.1318,1.1335,1.1302,"0,07%"
"99",2021-12-24,1.1317,1.133,1.1344,1.1303,"-0,10%"
"100",2021-12-23,1.1328,1.1325,1.1343,1.1289,"0,04%"
"101",2021-12-22,1.1324,1.1279,1.1343,1.1264,"0,36%"
"102",2021-12-21,1.1283,1.1277,1.1303,1.126,"0,07%"
"103",2021-12-20,1.1275,1.1242,1.1305,1.1234,"0,32%"
"104",2021-12-17,1.1239,1.133,1.135,1.1235,"-0,79%"
"105",2021-12-16,1.1328,1.1286,1.1361,1.128,"0,38%"
"106",2021-12-15,1.1285,1.1259,1.13,1.1221,"0,25%"
"107",2021-12-14,1.1257,1.1285,1.1327,1.1253,"-0,23%"
"108",2021-12-13,1.1283,1.1316,1.1321,1.1259,"-0,25%"
"109",2021-12-10,1.1311,1.1293,1.1325,1.1264,"0,17%"
"110",2021-12-09,1.1292,1.1342,1.1348,1.1278,"-0,44%"
"111",2021-12-08,1.1342,1.1267,1.1356,1.1264,"0,70%"
"112",2021-12-07,1.1263,1.1287,1.1301,1.1228,"-0,19%"
"113",2021-12-06,1.1285,1.1321,1.1321,1.1266,"-0,25%"
"114",2021-12-03,1.1313,1.1301,1.1334,1.1265,"0,12%"
"115",2021-12-02,1.1299,1.132,1.1349,1.1294,"-0,18%"
"116",2021-12-01,1.1319,1.1339,1.136,1.1302,"-0,15%"
"117",2021-11-30,1.1336,1.1291,1.1384,1.1236,"0,40%"
"118",2021-11-29,1.1291,1.1309,1.1316,1.1258,"-0,23%"
"119",2021-11-26,1.1317,1.1209,1.1331,1.1205,"0,99%"
"120",2021-11-25,1.1206,1.1198,1.1231,1.1198,"0,08%"
"121",2021-11-24,1.1197,1.1248,1.1256,1.1185,"-0,44%"
"122",2021-11-23,1.1246,1.1237,1.1276,1.1226,"0,11%"
"123",2021-11-22,1.1234,1.1292,1.1293,1.123,"-0,49%"
"124",2021-11-19,1.1289,1.1371,1.1374,1.125,"-0,70%"
"125",2021-11-18,1.1369,1.1319,1.1375,1.1314,"0,44%"
"126",2021-11-17,1.1319,1.1321,1.1333,1.1264,"0,00%"
"127",2021-11-16,1.1319,1.1368,1.1386,1.1309,"-0,42%"
"128",2021-11-15,1.1367,1.1452,1.1465,1.1356,"-0,72%"
"129",2021-11-12,1.145,1.1454,1.1463,1.1432,"0,00%"
"130",2021-11-11,1.145,1.1482,1.1488,1.1443,"-0,24%"
"131",2021-11-10,1.1478,1.1593,1.1596,1.1475,"-0,97%"
"132",2021-11-09,1.1591,1.1588,1.1609,1.1569,"0,04%"
"133",2021-11-08,1.1586,1.1555,1.1595,1.155,"0,17%"
"134",2021-11-05,1.1566,1.1553,1.1574,1.1513,"0,12%"
"135",2021-11-04,1.1552,1.1611,1.1617,1.1528,"-0,50%"
"136",2021-11-03,1.161,1.1579,1.1617,1.1561,"0,29%"
"137",2021-11-02,1.1577,1.1605,1.1615,1.1574,"-0,25%"
"138",2021-11-01,1.1606,1.1559,1.161,1.1545,"0,39%"
"139",2021-10-29,1.1561,1.168,1.169,1.1535,"-1,01%"
"140",2021-10-28,1.1679,1.1605,1.1693,1.1581,"0,65%"
"141",2021-10-27,1.1604,1.1597,1.1626,1.1585,"0,08%"
"142",2021-10-26,1.1595,1.1607,1.1626,1.1585,"-0,09%"
"143",2021-10-25,1.1606,1.1644,1.1666,1.159,"-0,35%"
"144",2021-10-22,1.1647,1.1623,1.1656,1.1621,"0,22%"
"145",2021-10-21,1.1621,1.165,1.1668,1.1619,"-0,24%"
"146",2021-10-20,1.1649,1.1634,1.1659,1.1616,"0,15%"
"147",2021-10-19,1.1632,1.1611,1.167,1.1608,"0,20%"
"148",2021-10-18,1.1609,1.1597,1.1624,1.1571,"0,08%"
"149",2021-10-15,1.16,1.1599,1.1621,1.1588,"0,05%"
"150",2021-10-14,1.1594,1.1593,1.1625,1.1583,"0,02%"
"151",2021-10-13,1.1592,1.1528,1.1598,1.1527,"0,56%"
"152",2021-10-12,1.1527,1.1555,1.1571,1.1524,"-0,21%"
"153",2021-10-11,1.1551,1.1571,1.1588,1.1549,"-0,14%"
"154",2021-10-08,1.1567,1.1551,1.1586,1.154,"0,15%"
"155",2021-10-07,1.155,1.1556,1.1573,1.1547,"-0,05%"
"156",2021-10-06,1.1556,1.1603,1.1605,1.1529,"-0,34%"
"157",2021-10-05,1.1596,1.1623,1.1623,1.158,"-0,22%"
"158",2021-10-04,1.1621,1.1593,1.1641,1.1587,"0,23%"
"159",2021-10-01,1.1594,1.1582,1.1608,1.1563,"0,11%"
"160",2021-09-30,1.1581,1.1596,1.1611,1.1562,"-0,12%"
"161",2021-09-29,1.1595,1.1683,1.1691,1.1589,"-0,74%"
"162",2021-09-28,1.1681,1.1696,1.1704,1.1667,"-0,11%"
"163",2021-09-27,1.1694,1.1724,1.1728,1.1684,"-0,17%"
"164",2021-09-24,1.1714,1.1738,1.1748,1.17,"-0,19%"
"165",2021-09-23,1.1736,1.1686,1.1751,1.1683,"0,43%"
"166",2021-09-22,1.1686,1.1726,1.1757,1.1683,"-0,32%"
"167",2021-09-21,1.1723,1.1726,1.1751,1.1715,"-0,02%"
"168",2021-09-20,1.1725,1.1732,1.1737,1.17,"0,00%"
"169",2021-09-17,1.1725,1.1762,1.1789,1.1724,"-0,33%"
"170",2021-09-16,1.1764,1.1816,1.1822,1.1751,"-0,43%"
"171",2021-09-15,1.1815,1.1806,1.1833,1.1798,"0,11%"
"172",2021-09-14,1.1802,1.1812,1.1846,1.1799,"-0,05%"
"173",2021-09-13,1.1808,1.1813,1.1818,1.1769,"-0,05%"
"174",2021-09-10,1.1814,1.1826,1.1852,1.1809,"-0,09%"
"175",2021-09-09,1.1825,1.1817,1.1842,1.1804,"0,10%"
"176",2021-09-08,1.1813,1.184,1.1852,1.1802,"-0,22%"
"177",2021-09-07,1.1839,1.187,1.1885,1.1837,"-0,24%"
"178",2021-09-06,1.1868,1.1879,1.1888,1.1855,"-0,12%"
"179",2021-09-03,1.1882,1.1875,1.191,1.1866,"0,08%"
"180",2021-09-02,1.1873,1.1839,1.1877,1.1834,"0,30%"
"181",2021-09-01,1.1837,1.181,1.1858,1.1793,"0,25%"
"182",2021-08-31,1.1807,1.1797,1.1848,1.1795,"0,10%"
"183",2021-08-30,1.1795,1.1793,1.181,1.1782,"0,02%"
"184",2021-08-27,1.1793,1.1752,1.1803,1.1734,"0,37%"
"185",2021-08-26,1.175,1.1772,1.1781,1.1746,"-0,17%"
"186",2021-08-25,1.177,1.1754,1.1775,1.1725,"0,14%"
"187",2021-08-24,1.1753,1.1746,1.1766,1.1726,"0,09%"
"188",2021-08-23,1.1743,1.1694,1.1751,1.1691,"0,40%"
"189",2021-08-20,1.1696,1.1675,1.1705,1.1664,"0,19%"
"190",2021-08-19,1.1674,1.1711,1.1717,1.1666,"-0,31%"
"191",2021-08-18,1.171,1.171,1.1743,1.1694,"0,02%"
"192",2021-08-17,1.1708,1.1776,1.1786,1.1708,"-0,59%"
"193",2021-08-16,1.1777,1.1794,1.1802,1.1767,"-0,12%"
"194",2021-08-13,1.1791,1.173,1.1805,1.1727,"0,55%"
"195",2021-08-12,1.1727,1.1738,1.1749,1.1724,"-0,09%"
"196",2021-08-11,1.1737,1.172,1.1753,1.1705,"0,16%"
"197",2021-08-10,1.1718,1.1738,1.1744,1.171,"-0,16%"
"198",2021-08-09,1.1737,1.1762,1.1769,1.1734,"-0,20%"
"199",2021-08-06,1.176,1.1834,1.1837,1.1753,"-0,61%"
"200",2021-08-05,1.1832,1.1837,1.1858,1.1827,"-0,03%"
"201",2021-08-04,1.1835,1.1864,1.1901,1.1832,"-0,21%"
"202",2021-08-03,1.186,1.1868,1.1894,1.1853,"-0,06%"
"203",2021-08-02,1.1867,1.1864,1.1897,1.1858,"-0,03%"
"204",2021-07-30,1.187,1.1888,1.191,1.1851,"-0,13%"
"205",2021-07-29,1.1886,1.1845,1.1894,1.184,"0,37%"
"206",2021-07-28,1.1842,1.1817,1.1851,1.1773,"0,24%"
"207",2021-07-27,1.1814,1.1804,1.1841,1.1769,"0,13%"
"208",2021-07-26,1.1799,1.1778,1.1818,1.1763,"0,24%"
"209",2021-07-23,1.1771,1.1769,1.1788,1.1753,"0,01%"
"210",2021-07-22,1.177,1.1793,1.1831,1.1757,"-0,19%"
"211",2021-07-21,1.1792,1.1782,1.1805,1.1752,"0,11%"
"212",2021-07-20,1.1779,1.1801,1.1805,1.1755,"-0,16%"
"213",2021-07-19,1.1798,1.1808,1.1825,1.1763,"-0,06%"
"214",2021-07-16,1.1805,1.1814,1.1823,1.1791,"-0,06%"
"215",2021-07-15,1.1812,1.1837,1.1852,1.1796,"-0,19%"
"216",2021-07-14,1.1835,1.1776,1.1839,1.1772,"0,52%"
"217",2021-07-13,1.1774,1.1862,1.1876,1.1772,"-0,72%"
"218",2021-07-12,1.1859,1.1872,1.1881,1.1836,"-0,12%"
"219",2021-07-09,1.1873,1.1844,1.1882,1.1825,"0,26%"
"220",2021-07-08,1.1842,1.1792,1.1868,1.1783,"0,45%"
"221",2021-07-07,1.1789,1.1823,1.1839,1.1782,"-0,28%"
"222",2021-07-06,1.1822,1.1863,1.1896,1.1806,"-0,33%"
"223",2021-07-05,1.1861,1.1862,1.1882,1.1851,"-0,03%"
"224",2021-07-02,1.1864,1.1849,1.1875,1.1806,"0,14%"
"225",2021-07-01,1.1848,1.1859,1.1885,1.1837,"-0,06%"
"226",2021-06-30,1.1855,1.1897,1.191,1.1845,"-0,34%"
"227",2021-06-29,1.1895,1.1926,1.1932,1.1877,"-0,24%"
"228",2021-06-28,1.1924,1.1935,1.1946,1.1902,"-0,08%"
"229",2021-06-25,1.1933,1.1932,1.1976,1.1925,"0,03%"
"230",2021-06-24,1.193,1.1927,1.1957,1.1918,"0,04%"
"231",2021-06-23,1.1925,1.1939,1.197,1.1911,"-0,11%"
"232",2021-06-22,1.1938,1.1918,1.1954,1.1881,"0,19%"
"233",2021-06-21,1.1915,1.1868,1.1922,1.1847,"0,46%"
"234",2021-06-18,1.186,1.1908,1.1926,1.1846,"-0,39%"
"235",2021-06-17,1.1906,1.1996,1.2007,1.1891,"-0,73%"
"236",2021-06-16,1.1994,1.2127,1.2135,1.1993,"-1,07%"
"237",2021-06-15,1.2124,1.212,1.2149,1.21,"0,05%"
"238",2021-06-14,1.2118,1.211,1.2131,1.2093,"0,10%"
"239",2021-06-11,1.2106,1.217,1.2196,1.2092,"-0,52%"
"240",2021-06-10,1.2169,1.2181,1.2195,1.2142,"-0,07%"
"241",2021-06-09,1.2178,1.2173,1.2219,1.217,"0,06%"
"242",2021-06-08,1.2171,1.219,1.2196,1.2163,"-0,15%"
"243",2021-06-07,1.2189,1.2168,1.2203,1.2145,"0,20%"
"244",2021-06-04,1.2165,1.2129,1.2186,1.2104,"0,34%"
"245",2021-06-03,1.2124,1.221,1.2217,1.2118,"-0,70%"
"246",2021-06-02,1.2209,1.2214,1.2227,1.2163,"-0,02%"
"247",2021-06-01,1.2211,1.2227,1.2255,1.2211,"-0,11%"
"248",2021-05-31,1.2225,1.2192,1.2233,1.2183,"0,30%"
"249",2021-05-28,1.2189,1.2195,1.2205,1.2132,"-0,02%"
"250",2021-05-27,1.2192,1.2192,1.2216,1.2175,"0,02%"
"251",2021-05-26,1.219,1.2251,1.2263,1.2182,"-0,49%"
"252",2021-05-25,1.225,1.2217,1.2267,1.2211,"0,29%"
"253",2021-05-24,1.2215,1.2178,1.223,1.2172,"0,30%"
"254",2021-05-21,1.2179,1.2228,1.2241,1.2161,"-0,38%"
"255",2021-05-20,1.2226,1.2171,1.223,1.2169,"0,44%"
"256",2021-05-19,1.2172,1.2222,1.2246,1.216,"-0,39%"
"257",2021-05-18,1.222,1.2153,1.2234,1.2151,"0,57%"
"258",2021-05-17,1.2151,1.214,1.217,1.2126,"0,09%"
"259",2021-05-14,1.214,1.208,1.215,1.207,"0,51%"
"260",2021-05-13,1.2078,1.2073,1.2108,1.205,"0,07%"
"261",2021-05-12,1.2069,1.2148,1.2153,1.2065,"-0,63%"
"262",2021-05-11,1.2146,1.2129,1.2182,1.2122,"0,14%"
"263",2021-05-10,1.2129,1.2161,1.2178,1.2127,"-0,28%"
"264",2021-05-07,1.2163,1.2066,1.2172,1.2053,"0,82%"
"265",2021-05-06,1.2064,1.2005,1.2072,1.1992,"0,49%"
"266",2021-05-05,1.2005,1.2013,1.2027,1.1985,"-0,07%"
"267",2021-05-04,1.2013,1.2064,1.2066,1.1998,"-0,40%"
"268",2021-05-03,1.2061,1.2031,1.2076,1.2012,"0,36%"
"269",2021-04-30,1.2018,1.2116,1.2127,1.2016,"-0,83%"
"270",2021-04-29,1.2118,1.2126,1.215,1.2102,"-0,04%"
"271",2021-04-28,1.2123,1.2091,1.2135,1.2055,"0,27%"
"272",2021-04-27,1.209,1.2086,1.2093,1.2056,"0,06%"
"273",2021-04-26,1.2083,1.2093,1.2118,1.2061,"-0,13%"
"274",2021-04-23,1.2099,1.2015,1.21,1.2012,"0,70%"
"275",2021-04-22,1.2015,1.2035,1.207,1.1993,"-0,15%"
"276",2021-04-21,1.2033,1.2037,1.2045,1.1998,"0,00%"
"277",2021-04-20,1.2033,1.2036,1.2081,1.2022,"0,00%"
"278",2021-04-19,1.2033,1.1984,1.2049,1.1942,"0,42%"
"279",2021-04-16,1.1983,1.1967,1.1996,1.195,"0,15%"
"280",2021-04-15,1.1965,1.198,1.1995,1.1955,"-0,11%"
"281",2021-04-14,1.1978,1.1948,1.1988,1.1947,"0,27%"
"282",2021-04-13,1.1946,1.1911,1.1956,1.1878,"0,31%"
"283",2021-04-12,1.1909,1.1891,1.192,1.187,"0,11%"
"284",2021-04-09,1.1896,1.1913,1.1921,1.1867,"-0,13%"
"285",2021-04-08,1.1912,1.1867,1.1928,1.1861,"0,35%"
"286",2021-04-07,1.187,1.1875,1.1916,1.1861,"-0,04%"
"287",2021-04-06,1.1875,1.1814,1.1878,1.1795,"0,54%"
"288",2021-04-05,1.1811,1.1761,1.182,1.1738,"0,42%"
"289",2021-04-02,1.1762,1.1777,1.1788,1.1748,"-0,11%"
"290",2021-04-01,1.1775,1.1731,1.1781,1.1712,"0,40%"
"291",2021-03-31,1.1728,1.1716,1.176,1.1703,"0,12%"
"292",2021-03-30,1.1714,1.1764,1.1774,1.1711,"-0,41%"
"293",2021-03-29,1.1762,1.1795,1.1797,1.176,"-0,29%"
"294",2021-03-26,1.1796,1.1763,1.1805,1.1763,"0,27%"
"295",2021-03-25,1.1764,1.1813,1.1829,1.1761,"-0,41%"
"296",2021-03-24,1.1812,1.1851,1.1854,1.1809,"-0,31%"
"297",2021-03-23,1.1849,1.1935,1.1941,1.1841,"-0,69%"
"298",2021-03-22,1.1931,1.1899,1.1947,1.1871,"0,24%"
"299",2021-03-19,1.1903,1.1915,1.1939,1.1874,"-0,10%"
"300",2021-03-18,1.1915,1.1979,1.199,1.1906,"-0,53%"
"301",2021-03-17,1.1978,1.1906,1.1986,1.1885,"0,66%"
"302",2021-03-16,1.19,1.1929,1.1953,1.1882,"-0,23%"
"303",2021-03-15,1.1928,1.1952,1.1968,1.1911,"-0,20%"
"304",2021-03-12,1.1952,1.1983,1.199,1.191,"-0,27%"
"305",2021-03-11,1.1984,1.1928,1.199,1.1916,"0,49%"
"306",2021-03-10,1.1925,1.19,1.1931,1.1868,"0,23%"
"307",2021-03-09,1.1898,1.1847,1.1917,1.1835,"0,46%"
"308",2021-03-08,1.1843,1.1922,1.1933,1.1844,"-0,62%"
"309",2021-03-05,1.1917,1.1968,1.1978,1.1894,"-0,41%"
"310",2021-03-04,1.1966,1.2063,1.2068,1.1961,"-0,80%"
"311",2021-03-03,1.2062,1.2091,1.2113,1.2042,"-0,22%"
"312",2021-03-02,1.2089,1.2049,1.2095,1.1991,"0,35%"
"313",2021-03-01,1.2047,1.2079,1.2102,1.2027,"-0,22%"
"314",2021-02-26,1.2074,1.2176,1.2185,1.2062,"-0,84%"
"315",2021-02-25,1.2176,1.2163,1.2243,1.2155,"0,10%"
"316",2021-02-24,1.2164,1.215,1.2176,1.2109,"0,12%"
"317",2021-02-23,1.2149,1.2155,1.2181,1.2135,"-0,04%"
"318",2021-02-22,1.2154,1.2117,1.217,1.2091,"0,31%"
"319",2021-02-19,1.2117,1.2091,1.2145,1.2082,"0,24%"
"320",2021-02-18,1.2088,1.2037,1.2096,1.2035,"0,43%"
"321",2021-02-17,1.2036,1.2107,1.2111,1.2023,"-0,56%"
"322",2021-02-16,1.2104,1.213,1.217,1.2095,"-0,19%"
"323",2021-02-15,1.2127,1.2123,1.2146,1.2116,"0,07%"
"324",2021-02-12,1.2118,1.213,1.2135,1.2081,"-0,08%"
"325",2021-02-11,1.2128,1.2118,1.215,1.2112,"0,10%"
"326",2021-02-10,1.2116,1.2119,1.2145,1.2108,"-0,01%"
"327",2021-02-09,1.2117,1.2048,1.2122,1.2045,"0,57%"
"328",2021-02-08,1.2048,1.2042,1.2067,1.2019,"0,05%"
"329",2021-02-05,1.2042,1.1964,1.205,1.1952,"0,67%"
"330",2021-02-04,1.1962,1.2033,1.2043,1.1957,"-0,60%"
"331",2021-02-03,1.2034,1.2044,1.205,1.2003,"-0,07%"
"332",2021-02-02,1.2042,1.2059,1.2089,1.2011,"-0,14%"
"333",2021-02-01,1.2059,1.214,1.2146,1.2054,"-0,63%"
"334",2021-01-29,1.2136,1.2121,1.2156,1.2093,"0,12%"
"335",2021-01-28,1.2121,1.2109,1.2142,1.2079,"0,11%"
"336",2021-01-27,1.2108,1.216,1.217,1.2057,"-0,43%"
"337",2021-01-26,1.216,1.2138,1.2177,1.2107,"0,19%"
"338",2021-01-25,1.2137,1.2168,1.2184,1.2115,"-0,25%"
"339",2021-01-22,1.2167,1.2164,1.2191,1.2151,"0,04%"
"340",2021-01-21,1.2162,1.2106,1.2175,1.2103,"0,48%"
"341",2021-01-20,1.2104,1.2127,1.2158,1.2076,"-0,20%"
"342",2021-01-19,1.2128,1.2078,1.2146,1.2074,"0,43%"
"343",2021-01-18,1.2076,1.2085,1.2091,1.2054,"-0,02%"
"344",2021-01-15,1.2078,1.2155,1.2163,1.2074,"-0,64%"
"345",2021-01-14,1.2156,1.2157,1.2179,1.2111,"-0,01%"
"346",2021-01-13,1.2157,1.2208,1.2224,1.214,"-0,41%"
"347",2021-01-12,1.2207,1.2152,1.2211,1.2136,"0,48%"
"348",2021-01-11,1.2149,1.2217,1.2227,1.2132,"-0,56%"
"349",2021-01-08,1.2218,1.2273,1.2284,1.2191,"-0,42%"
"350",2021-01-07,1.227,1.2327,1.2346,1.2244,"-0,45%"
"351",2021-01-06,1.2325,1.2296,1.235,1.2265,"0,25%"
"352",2021-01-05,1.2294,1.2247,1.2307,1.2246,"0,38%"
"353",2021-01-04,1.2248,1.2231,1.231,1.2223,"0,29%"
"354",2021-01-01,1.2212,1.2216,1.2217,1.221,"-0,01%"
"355",2020-12-31,1.2213,1.2298,1.231,1.2209,"-0,67%"
"356",2020-12-30,1.2295,1.2248,1.2311,1.2246,"0,39%"
"357",2020-12-29,1.2247,1.2217,1.2276,1.2207,"0,27%"
"358",2020-12-28,1.2214,1.2202,1.2251,1.2181,"0,08%"
"359",2020-12-25,1.2204,1.2186,1.2212,1.2165,"0,15%"
"360",2020-12-24,1.2186,1.2188,1.2217,1.2177,"0,01%"
"361",2020-12-23,1.2185,1.2163,1.2221,1.2154,"0,20%"
"362",2020-12-22,1.2161,1.2244,1.2257,1.2151,"-0,66%"
"363",2020-12-21,1.2242,1.2242,1.2254,1.2129,"-0,11%"
"364",2020-12-18,1.2255,1.2268,1.2273,1.2225,"-0,09%"
"365",2020-12-17,1.2266,1.2199,1.2274,1.2191,"0,57%"
"366",2020-12-16,1.2197,1.2152,1.2213,1.2125,"0,38%"
"367",2020-12-15,1.2151,1.2143,1.217,1.2121,"0,07%"
"368",2020-12-14,1.2143,1.2131,1.2177,1.2115,"0,26%"
"369",2020-12-11,1.2111,1.2137,1.2163,1.2105,"-0,21%"
"370",2020-12-10,1.2136,1.2083,1.216,1.2075,"0,46%"
"371",2020-12-09,1.2081,1.2103,1.2148,1.2059,"-0,17%"
"372",2020-12-08,1.2101,1.2109,1.2134,1.2095,"-0,06%"
"373",2020-12-07,1.2108,1.2128,1.2167,1.2078,"-0,10%"
"374",2020-12-04,1.212,1.2142,1.2178,1.211,"-0,16%"
"375",2020-12-03,1.214,1.2115,1.2177,1.21,"0,21%"
"376",2020-12-02,1.2115,1.207,1.2119,1.204,"0,37%"
