"","Fecha","Último","Apertura","Máximo","Mínimo","X..var."
"1148",2017-12-18,1.1782,1.1753,1.1834,1.1737,"0,24%"
"1149",2017-12-15,1.1754,1.1778,1.1814,1.1751,"-0,20%"
"1150",2017-12-14,1.1778,1.1826,1.1863,1.177,"-0,41%"
"1151",2017-12-13,1.1826,1.1743,1.1832,1.1729,"0,72%"
"1152",2017-12-12,1.1742,1.177,1.1794,1.1718,"-0,22%"
"1153",2017-12-11,1.1768,1.1768,1.1812,1.1761,"0,03%"
"1154",2017-12-08,1.1764,1.1772,1.1778,1.1729,"-0,08%"
"1155",2017-12-07,1.1773,1.1796,1.1816,1.1772,"-0,19%"
"1156",2017-12-06,1.1796,1.1825,1.1849,1.178,"-0,25%"
"1157",2017-12-05,1.1826,1.1866,1.1879,1.1801,"-0,34%"
"1158",2017-12-04,1.1866,1.1882,1.189,1.183,"-0,21%"
"1159",2017-12-01,1.1891,1.1904,1.1942,1.1851,"-0,11%"
"1160",2017-11-30,1.1904,1.1847,1.1933,1.1809,"0,47%"
"1161",2017-11-29,1.1848,1.1841,1.1883,1.1816,"0,06%"
"1162",2017-11-28,1.1841,1.1898,1.1921,1.1827,"-0,48%"
"1163",2017-11-27,1.1898,1.1933,1.1962,1.1896,"-0,27%"
"1164",2017-11-24,1.193,1.185,1.1944,1.1835,"0,66%"
"1165",2017-11-23,1.1852,1.1822,1.1856,1.1812,"0,25%"
"1166",2017-11-22,1.1822,1.1738,1.1829,1.1733,"0,72%"
"1167",2017-11-21,1.1738,1.1732,1.1759,1.1713,"0,05%"
"1168",2017-11-20,1.1732,1.1789,1.1808,1.1721,"-0,53%"
"1169",2017-11-17,1.1795,1.1771,1.1823,1.1766,"0,21%"
"1170",2017-11-16,1.177,1.1792,1.1802,1.1756,"-0,19%"
"1171",2017-11-15,1.1792,1.1797,1.1861,1.1784,"-0,05%"
"1172",2017-11-14,1.1798,1.1667,1.1807,1.166,"1,12%"
"1173",2017-11-13,1.1667,1.1666,1.1677,1.1638,"0,02%"
"1174",2017-11-10,1.1665,1.1642,1.168,1.1623,"0,20%"
"1175",2017-11-09,1.1642,1.1596,1.1657,1.1586,"0,41%"
"1176",2017-11-08,1.1595,1.1587,1.1612,1.1578,"0,07%"
"1177",2017-11-07,1.1587,1.161,1.1618,1.1553,"-0,20%"
"1178",2017-11-06,1.161,1.1609,1.1625,1.1579,"0,01%"
"1179",2017-11-03,1.1609,1.166,1.1692,1.1599,"-0,42%"
"1180",2017-11-02,1.1658,1.1619,1.1689,1.1613,"0,34%"
"1181",2017-11-01,1.1619,1.1646,1.1659,1.1607,"-0,23%"
"1182",2017-10-31,1.1646,1.1651,1.1663,1.1625,"-0,04%"
"1183",2017-10-30,1.1651,1.1603,1.166,1.1594,"0,35%"
"1184",2017-10-27,1.161,1.165,1.1659,1.1575,"-0,34%"
"1185",2017-10-26,1.165,1.1812,1.1837,1.1639,"-1,38%"
"1186",2017-10-25,1.1813,1.176,1.1819,1.1752,"0,44%"
"1187",2017-10-24,1.1761,1.1749,1.1794,1.1743,"0,10%"
"1188",2017-10-23,1.1749,1.1773,1.1779,1.1725,"-0,31%"
"1189",2017-10-20,1.1785,1.1853,1.1859,1.1763,"-0,57%"
"1190",2017-10-19,1.1852,1.1788,1.186,1.1768,"0,55%"
"1191",2017-10-18,1.1787,1.1764,1.1806,1.173,"0,18%"
"1192",2017-10-17,1.1766,1.1797,1.1801,1.1734,"-0,26%"
"1193",2017-10-16,1.1797,1.1825,1.1827,1.178,"-0,22%"
"1194",2017-10-13,1.1823,1.1829,1.1875,1.1804,"-0,07%"
"1195",2017-10-12,1.1831,1.1862,1.1881,1.1827,"-0,24%"
"1196",2017-10-11,1.1859,1.1808,1.1871,1.1795,"0,45%"
"1197",2017-10-10,1.1806,1.1738,1.1825,1.1738,"0,56%"
"1198",2017-10-09,1.174,1.1728,1.1757,1.1717,"0,05%"
"1199",2017-10-06,1.1734,1.171,1.1739,1.1668,"0,20%"
"1200",2017-10-05,1.1711,1.1758,1.178,1.1698,"-0,41%"
"1201",2017-10-04,1.1759,1.1742,1.1789,1.1734,"0,13%"
"1202",2017-10-03,1.1744,1.1733,1.1775,1.1696,"0,10%"
"1203",2017-10-02,1.1732,1.1818,1.1818,1.173,"-0,69%"
"1204",2017-09-29,1.1814,1.1787,1.1834,1.1773,"0,24%"
"1205",2017-09-28,1.1786,1.1746,1.1805,1.1721,"0,36%"
"1206",2017-09-27,1.1744,1.1793,1.1797,1.1717,"-0,42%"
"1207",2017-09-26,1.1793,1.1848,1.1863,1.1758,"-0,46%"
"1208",2017-09-25,1.1848,1.1953,1.1962,1.1833,"-0,89%"
"1209",2017-09-22,1.1954,1.1942,1.2006,1.1937,"0,11%"
"1210",2017-09-21,1.1941,1.1894,1.1955,1.1866,"0,40%"
"1211",2017-09-20,1.1893,1.1994,1.2033,1.1862,"-0,84%"
"1212",2017-09-19,1.1994,1.1955,1.2008,1.195,"0,33%"
"1213",2017-09-18,1.1954,1.1949,1.1971,1.1915,"0,09%"
"1214",2017-09-15,1.1943,1.1919,1.1988,1.1901,"0,20%"
"1215",2017-09-14,1.1919,1.1884,1.1922,1.1837,"0,28%"
"1216",2017-09-13,1.1886,1.1968,1.1996,1.1873,"-0,68%"
"1217",2017-09-12,1.1967,1.1953,1.198,1.1926,"0,12%"
"1218",2017-09-11,1.1953,1.2041,1.2041,1.1948,"-0,68%"
"1219",2017-09-08,1.2035,1.2024,1.2094,1.2016,"0,10%"
"1220",2017-09-07,1.2023,1.1917,1.2061,1.1914,"0,89%"
"1221",2017-09-06,1.1917,1.1914,1.1951,1.1903,"0,03%"
"1222",2017-09-05,1.1914,1.1896,1.1941,1.1868,"0,15%"
"1223",2017-09-04,1.1896,1.1858,1.1923,1.1853,"0,31%"
"1224",2017-09-01,1.1859,1.1911,1.1981,1.185,"-0,43%"
"1225",2017-08-31,1.191,1.1884,1.1914,1.1823,"0,23%"
"1226",2017-08-30,1.1883,1.1974,1.1986,1.1881,"-0,74%"
"1227",2017-08-29,1.1972,1.1978,1.2069,1.1944,"-0,06%"
"1228",2017-08-28,1.1979,1.1926,1.1985,1.1917,"0,44%"
"1229",2017-08-25,1.1926,1.1799,1.1942,1.1773,"1,08%"
"1230",2017-08-24,1.1799,1.1807,1.1821,1.1784,"-0,08%"
"1231",2017-08-23,1.1808,1.1763,1.1825,1.174,"0,39%"
"1232",2017-08-22,1.1762,1.1815,1.1826,1.1745,"-0,46%"
"1233",2017-08-21,1.1816,1.175,1.183,1.1731,"0,46%"
"1234",2017-08-18,1.1762,1.1723,1.1775,1.1707,"0,32%"
"1235",2017-08-17,1.1724,1.1767,1.179,1.1662,"-0,39%"
"1236",2017-08-16,1.177,1.1734,1.178,1.1682,"0,30%"
"1237",2017-08-15,1.1735,1.178,1.1794,1.1688,"-0,38%"
"1238",2017-08-14,1.178,1.1806,1.184,1.177,"-0,34%"
"1239",2017-08-11,1.182,1.1772,1.1846,1.1747,"0,41%"
"1240",2017-08-10,1.1772,1.1759,1.1786,1.1704,"0,11%"
"1241",2017-08-09,1.1759,1.1752,1.1765,1.1689,"0,08%"
"1242",2017-08-08,1.175,1.1794,1.1825,1.1714,"-0,38%"
"1243",2017-08-07,1.1795,1.1768,1.1816,1.1768,"0,20%"
"1244",2017-08-04,1.1772,1.1871,1.1893,1.1731,"-0,83%"
"1245",2017-08-03,1.187,1.1856,1.1894,1.1831,"0,12%"
"1246",2017-08-02,1.1856,1.1802,1.1911,1.1794,"0,47%"
"1247",2017-08-01,1.1801,1.1841,1.1846,1.1784,"-0,35%"
"1248",2017-07-31,1.1842,1.1737,1.1847,1.1723,"0,77%"
"1249",2017-07-28,1.1752,1.1677,1.1765,1.1671,"0,64%"
"1250",2017-07-27,1.1677,1.1734,1.1777,1.1649,"-0,49%"
"1251",2017-07-26,1.1734,1.1648,1.1741,1.1613,"0,70%"
"1252",2017-07-25,1.1652,1.1639,1.1713,1.1631,"0,09%"
"1253",2017-07-24,1.1642,1.1662,1.1688,1.1628,"-0,18%"
"1254",2017-07-21,1.1663,1.1634,1.1684,1.162,"0,28%"
"1255",2017-07-20,1.1631,1.1513,1.1657,1.1479,"1,01%"
"1256",2017-07-19,1.1515,1.1553,1.1559,1.1509,"-0,35%"
"1257",2017-07-18,1.1555,1.1479,1.1585,1.1473,"0,66%"
"1258",2017-07-17,1.1479,1.1463,1.1488,1.1433,"0,09%"
"1259",2017-07-14,1.1469,1.14,1.1473,1.1392,"0,61%"
"1260",2017-07-13,1.1399,1.1413,1.1459,1.1373,"-0,11%"
"1261",2017-07-12,1.1412,1.1467,1.1491,1.1392,"-0,48%"
"1262",2017-07-11,1.1467,1.1399,1.1481,1.1383,"0,59%"
"1263",2017-07-10,1.14,1.1391,1.1418,1.1381,"-0,01%"
"1264",2017-07-07,1.1401,1.1423,1.144,1.1379,"-0,19%"
"1265",2017-07-06,1.1423,1.1351,1.1425,1.1329,"0,62%"
"1266",2017-07-05,1.1353,1.1345,1.1369,1.1312,"0,07%"
"1267",2017-07-04,1.1345,1.1366,1.138,1.1338,"-0,17%"
"1268",2017-07-03,1.1364,1.1422,1.1431,1.1357,"-0,54%"
"1269",2017-06-30,1.1426,1.1442,1.1448,1.1393,"-0,13%"
"1270",2017-06-29,1.1441,1.1376,1.1446,1.1373,"0,55%"
"1271",2017-06-28,1.1378,1.1339,1.1392,1.1292,"0,34%"
"1272",2017-06-27,1.1339,1.1183,1.1351,1.1178,"1,40%"
"1273",2017-06-26,1.1182,1.1202,1.1222,1.1173,"-0,11%"
"1274",2017-06-23,1.1194,1.1152,1.1211,1.1145,"0,37%"
"1275",2017-06-22,1.1153,1.1168,1.1179,1.114,"-0,13%"
"1276",2017-06-21,1.1168,1.1133,1.1171,1.1128,"0,31%"
"1277",2017-06-20,1.1134,1.1147,1.1166,1.1117,"-0,13%"
"1278",2017-06-19,1.1149,1.1199,1.1214,1.1141,"-0,43%"
"1279",2017-06-16,1.1197,1.1143,1.1202,1.1138,"0,47%"
"1280",2017-06-15,1.1145,1.1219,1.1231,1.1132,"-0,65%"
